	id	acousticness	danceability	duration_ms	energy	instrumentalness	key	liveness	loudness	speechiness	tempo	valence	genre
1683	Shake Your Body (Down to the Ground) - Single Edit	0.0307	0.774	224893	0.803	0.0	0	0.347	-4.959	0.0877	117.778	0.813	pop
1684	Can You Feel It - Single Version	0.0499	0.843	230773	0.702	0.000301	6	0.308	-4.981	0.0462	125.464	0.883	pop
1685	Rockin' Robin	0.255	0.629	152827	0.821	8.3e-05	10	0.292	-4.964	0.136	172.921	0.967	pop
1686	Ben - Single Version	0.883	0.4	166240	0.236	0.000981	5	0.0977	-8.695	0.0282	136.769	0.31	pop
1687	Ain't No Sunshine	0.0363	0.529	251640	0.588	0.000237	5	0.119	-10.13	0.0611	151.971	0.755	pop
1688	Got To Be There	0.255	0.336	205760	0.673	5.28e-05	1	0.12	-7.796	0.0844	171.434	0.69	pop
1689	I Wanna Be Where You Are	0.513	0.612	180600	0.863	0.0123	4	0.164	-7.967	0.0626	103.591	0.736	pop
1690	Off the Wall	0.182	0.827	246000	0.595	0.0	3	0.0785	-13.909	0.0565	118.741	0.921	pop
1691	She's Out of My Life - Single Version	0.962	0.293	218267	0.0348	0.000212	4	0.105	-23.92	0.0414	130.959	0.101	pop
1692	Workin' Day and Night	0.0461	0.907	313693	0.875	0.00349	7	0.13	-11.001	0.0635	129.797	0.865	pop
1693	I Can't Help It	0.704	0.684	269333	0.394	5.76e-06	5	0.178	-19.075	0.0908	100.068	0.429	pop
1694	The Lady in My Life	0.369	0.66	300107	0.344	0.000107	9	0.0589	-13.93	0.0489	146.034	0.436	pop
1695	The Girl Is Mine (with Paul McCartney)	0.269	0.671	222040	0.636	4.09e-06	9	0.18	-6.673	0.0558	81.477	0.651	pop
1696	I Just Can't Stop Loving You - 2012 Remaster	0.667	0.657	251760	0.467	1.92e-06	5	0.0295	-8.925	0.0341	100.139	0.276	pop
1697	Liberian Girl - 2012 Remastered Version	0.464	0.749	232800	0.546	0.00191	8	0.126	-7.217	0.103	105.232	0.454	pop
1698	Leave Me Alone - 2012 Remaster	0.393	0.85	280360	0.957	0.00292	4	0.0764	-3.991	0.113	123.589	0.609	pop
1699	Another Part of Me - 2012 Remaster	0.11	0.78	234720	0.868	7.67e-05	10	0.352	-4.5	0.0705	106.069	0.773	pop
1700	In the Closet	0.117	0.876	390573	0.782	0.000721	11	0.149	-3.777	0.0685	110.494	0.622	pop
1701	Jam	0.0487	0.884	338173	0.96	0.0228	2	0.271	-4.613	0.0721	116.273	0.617	pop
1702	Who Is It	0.0152	0.862	393307	0.595	0.000343	5	0.104	-4.655	0.121	103.168	0.502	pop
1703	Give In to Me	0.152	0.502	328627	0.855	0.000493	4	0.106	-3.27	0.0305	86.967	0.338	pop
1704	Will You Be There	0.82	0.349	460000	0.432	0.085	8	0.191	-9.554	0.0384	82.935	0.137	pop
1705	Gone Too Soon	0.89	0.243	201733	0.186	0.00271	11	0.097	-12.736	0.0332	144.298	0.119	pop
1706	You Are Not Alone	0.639	0.651	345600	0.402	8.09e-05	11	0.0764	-9.303	0.0281	119.878	0.256	pop
1707	Stranger in Moscow	0.248	0.802	343960	0.468	0.0006	1	0.32	-8.629	0.0378	129.937	0.586	pop
1708	Earth Song	0.482	0.5	406040	0.44	0.000112	3	0.087	-7.521	0.0319	138.374	0.143	pop
1709	Blood on the Dance Floor	0.0135	0.807	253000	0.741	0.0316	1	0.06	-4.472	0.083	108.989	0.558	pop
1710	Butterflies	0.0583	0.708	279160	0.655	2.1e-06	8	0.11	-2.69	0.0883	89.99	0.545	pop
1711	This Is It	0.608	0.636	216787	0.648	0.000147	10	0.072	-5.716	0.033	96.882	0.559	pop
1712	Hold My Hand	0.191	0.606	212227	0.72	0.0	1	0.108	-5.842	0.0374	90.017	0.381	pop
1713	A Place With No Name	0.0103	0.538	335147	0.698	3.45e-06	11	0.134	-4.282	0.305	118.752	0.424	pop
1714	Shallow - Radio Edit	0.416	0.575	217213	0.33	0.0	7	0.0872	-6.557	0.031	95.801	0.277	pop
1715	Bad Romance	0.0034	0.693	294467	0.924	4.4e-05	0	0.0926	-3.711	0.0392	118.983	0.715	pop
1716	Born This Way	0.00327	0.587	260253	0.828	0.0	11	0.331	-5.108	0.161	123.907	0.494	pop
1717	Poker Face	0.118	0.851	237200	0.806	1.64e-06	4	0.121	-4.62	0.0787	118.999	0.787	pop
1718	The Cure	0.0745	0.696	211364	0.503	0.0	8	0.0869	-4.842	0.0356	99.977	0.559	pop
1719	I'll Never Love Again - Film Version	0.763	0.451	281067	0.34	2.49e-06	7	0.135	-7.466	0.031	110.502	0.221	pop
1720	Alejandro	0.000358	0.626	274213	0.799	0.00155	11	0.36	-6.612	0.046	98.992	0.369	pop
1721	Applause	0.0228	0.67	212333	0.787	1.74e-06	7	0.125	-4.277	0.0519	139.906	0.713	pop
1722	Judas	0.000959	0.661	249067	0.936	1.45e-05	10	0.36	-3.832	0.0744	130.998	0.558	pop
1723	Always Remember Us This Way	0.299	0.553	210200	0.502	0.0	0	0.764	-5.972	0.0409	129.976	0.296	pop
1724	Just Dance	0.0264	0.822	241933	0.739	4.26e-05	1	0.181	-4.541	0.0311	118.992	0.745	pop
1725	Paparazzi	0.113	0.762	208307	0.692	0.0	5	0.094	-3.973	0.0438	114.906	0.397	pop
1726	LoveGame	0.00569	0.894	216333	0.678	2.43e-06	6	0.317	-5.611	0.0523	105.024	0.844	pop
1727	Perfect Illusion	0.0012	0.613	182000	0.857	0.0	1	0.358	-5.492	0.0366	124.987	0.664	pop
1728	Look What I Found	0.456	0.849	175240	0.493	0.000463	1	0.133	-4.1	0.0417	97.012	0.447	pop
1729	The Edge Of Glory	0.000323	0.583	320547	0.768	0.0162	9	0.109	-6.477	0.041	127.952	0.357	pop
1730	Million Reasons	0.494	0.666	205280	0.423	0.0	0	0.106	-8.012	0.043	129.89	0.154	pop
1731	You And I	0.0892	0.521	307360	0.701	0.0	2	0.0876	-5.238	0.0458	127.087	0.518	pop
1732	Heal Me	0.0481	0.606	196800	0.544	0.0	9	0.0916	-8.36	0.0593	86.013	0.456	pop
1733	John Wayne	0.00131	0.61	174307	0.667	0.00018	11	0.34	-5.825	0.0314	96.954	0.51	pop
1734	Marry The Night	0.000992	0.612	264520	0.877	0.00563	0	0.462	-4.43	0.064	131.068	0.38	pop
1735	G.U.Y.	0.0172	0.618	232667	0.919	0.0	5	0.118	-3.46	0.0406	109.998	0.53	pop
1736	A-YO	0.0987	0.666	207720	0.889	0.0	7	0.0965	-5.699	0.144	149.959	0.916	pop
1737	Venus	0.0265	0.812	234133	0.895	0.0	5	0.095	-4.239	0.0619	121.012	0.753	pop
1738	Dancin' In Circles	0.0304	0.635	207173	0.718	0.000383	0	0.233	-7.775	0.119	171.915	0.787	pop
1739	Teeth	0.0286	0.713	220693	0.833	0.0	11	0.0868	-5.198	0.0487	96.012	0.55	pop
1740	Diamond Heart	0.0696	0.661	210427	0.648	1.09e-06	3	0.126	-5.385	0.0682	127.764	0.332	pop
1741	So Happy I Could Die	0.000326	0.557	234853	0.789	0.00305	0	0.153	-5.093	0.0313	99.982	0.367	pop
1742	Speechless	0.436	0.386	270827	0.697	0.0	0	0.337	-4.182	0.0383	145.091	0.407	pop
1743	I Don't Know What Love Is	0.348	0.421	177293	0.535	0.000194	0	0.194	-6.556	0.0288	62.671	0.221	pop
1744	Hair	0.00116	0.57	307893	0.923	9.01e-06	5	0.141	-3.433	0.063	135.006	0.403	pop
1745	ARTPOP	0.00116	0.749	247533	0.686	1.22e-05	0	0.0876	-4.39	0.0562	117.037	0.438	pop
1746	Beautiful, Dirty, Rich	0.017	0.782	172413	0.906	0.0503	2	0.293	-5.229	0.152	120.064	0.697	pop
1747	The Fame	0.0296	0.816	222107	0.694	1.48e-05	5	0.035	-3.325	0.0504	127.021	0.966	pop
1748	Joanne	0.146	0.549	196907	0.414	0.0	7	0.0998	-8.453	0.0273	149.746	0.404	pop
1749	Video Phone - Extended Remix featuring Lady Gaga	0.00159	0.56	304747	0.779	0.000896	5	0.406	-7.394	0.164	77.913	0.513	pop
1750	Til It Happens To You	0.53	0.361	258093	0.55	0.0	0	0.0942	-4.73	0.0355	113.731	0.132	pop
1751	Cheek To Cheek	0.843	0.572	170573	0.43	0.0	0	0.127	-8.303	0.0678	93.931	0.561	pop
1752	Joanne (Where Do You Think You're Goin'?) - Piano Version	0.885	0.394	279437	0.156	1.33e-06	7	0.275	-10.28	0.0392	115.846	0.225	pop
1753	Anything Goes	0.611	0.546	123707	0.649	0.0	0	0.0642	-4.992	0.0835	139.818	0.76	pop
1754	Halo	0.272	0.508	261640	0.72	0.0	11	0.0563	-5.908	0.0628	79.983	0.472	pop
1755	Partition	0.0296	0.412	319467	0.441	0.0726	11	0.306	-11.523	0.291	185.571	0.174	pop
1756	Perfect Duet (Ed Sheeran & Beyoncé)	0.779	0.587	259550	0.299	0.0	8	0.123	-7.365	0.0263	94.992	0.356	pop
1757	Run the World (Girls)	0.00496	0.733	236093	0.899	4.72e-05	0	0.372	-4.237	0.143	127.086	0.76	pop
1758	Walk On Water (feat. Beyoncé)	0.805	0.483	303640	0.439	0.0	9	0.637	-10.212	0.238	81.986	0.618	pop
1759	Drunk in Love	0.00969	0.589	323480	0.621	0.00104	5	0.181	-6.902	0.0468	140.03	0.401	pop
1760	Irreplaceable	0.0293	0.447	227853	0.694	5.46e-06	7	0.167	-4.637	0.382	175.868	0.509	pop
1761	Say My Name	0.273	0.713	271333	0.678	0.0	5	0.149	-3.525	0.102	138.009	0.734	pop
1762	Mi Gente (feat. Beyoncé)	0.0249	0.705	209733	0.714	0.0	11	0.253	-6.39	0.0792	104.996	0.434	pop
1763	7/11	0.0128	0.747	213507	0.705	0.0	9	0.126	-5.137	0.126	136.024	0.56	pop
1764	Crazy In Love	0.00249	0.646	236133	0.77	0.0	2	0.0715	-6.596	0.226	99.165	0.681	pop
1765	Flawless Remix	0.241	0.639	234413	0.659	8.33e-06	8	0.484	-7.273	0.215	136.801	0.457	pop
1766	Love On Top	0.0849	0.652	267413	0.748	0.0	0	0.604	-5.242	0.0887	94.1	0.652	pop
1767	Baby Boy	0.0825	0.655	244827	0.488	1.16e-06	1	0.221	-9.17	0.22	91.025	0.791	pop
1768	Independent Women, Pt. 1	0.362	0.73	221133	0.602	3.69e-06	6	0.169	-3.782	0.206	97.954	0.927	pop
1769	Feeling Myself	0.437	0.564	237840	0.703	0.00927	2	0.358	-5.459	0.269	139.045	0.477	pop
1770	Best Thing I Never Had	0.143	0.545	253747	0.649	1.57e-05	6	0.0894	-4.062	0.0324	99.099	0.297	pop
1771	Single Ladies (Put a Ring on It)	0.0383	0.426	193213	0.584	0.0	1	0.188	-5.293	0.296	193.437	0.272	pop
1772	Survivor	0.0559	0.514	254027	0.911	0.0	1	0.775	-2.027	0.41	161.109	0.619	pop
1773	Lift Off	0.189	0.529	266253	0.781	0.00169	5	0.156	-7.465	0.116	89.654	0.3	pop
1774	Soldier (feat. T.I. & Lil' Wayne)	0.0444	0.878	325573	0.417	0.0	7	0.0833	-6.799	0.361	77.49	0.904	pop
1775	XO	0.171	0.47	215947	0.792	1.28e-06	0	0.313	-8.932	0.26	170.085	0.214	pop
1776	Runnin' (Lose It All)	0.0091	0.318	213019	0.838	8.51e-05	6	0.451	-6.039	0.0793	140.005	0.0668	pop
1777	Bootylicious	0.00281	0.84	207907	0.835	1.11e-06	1	0.152	-4.386	0.275	103.376	0.637	pop
1778	Me, Myself and I	0.228	0.747	301173	0.47	9.86e-05	1	0.159	-9.08	0.0819	83.615	0.555	pop
1779	Part II (On The Run)	0.286	0.597	333747	0.634	0.0	8	0.456	-5.739	0.0939	86.988	0.326	pop
1780	Jumpin', Jumpin'	0.00543	0.771	230200	0.685	0.00157	1	0.0537	-4.639	0.0567	88.997	0.683	pop
1781	Dance for You	0.0322	0.616	377467	0.78	0.0	2	0.173	-6.062	0.0623	110.005	0.471	pop
1782	Bills, Bills, Bills	0.139	0.845	256027	0.576	0.0	11	0.0764	-5.15	0.153	127.641	0.461	pop
1783	Beautiful Liar	0.00554	0.764	199853	0.751	0.000237	8	0.164	-3.74	0.0703	91.977	0.418	pop
1784	Telephone	0.00748	0.827	220627	0.821	0.0015	3	0.115	-5.864	0.0419	122.017	0.684	pop
1785	End of Time	0.0328	0.711	223987	0.811	0.000517	6	0.0649	-7.503	0.219	117.999	0.785	pop
1786	Say Yes (ft. Beyoncé & Kelly Rowland)	0.00395	0.837	252000	0.79	0.000201	1	0.0898	-4.229	0.136	120.0	0.675	pop
1787	Deja Vu (feat. Jay-Z)	0.0071	0.644	240280	0.746	1.22e-05	7	0.0743	-4.941	0.341	105.253	0.355	pop
1788	Fighter	0.235	0.435	245960	0.92	0.000353	4	0.552	-1.357	0.201	188.899	0.45	pop
1789	Lady Marmalade	0.0148	0.741	265973	0.859	1.84e-06	5	0.664	-2.223	0.057	109.905	0.611	pop
1790	Candyman	0.0125	0.686	194213	0.789	0.0147	8	0.142	-4.713	0.23	172.976	0.72	pop
1791	Dirrty (feat. Redman)	0.107	0.64	298853	0.889	0.0	2	0.339	-3.073	0.322	99.931	0.436	pop
1792	Ain't No Other Man	0.00376	0.862	228907	0.742	0.00855	7	0.103	-4.722	0.222	127.91	0.511	pop
1793	Genie in a Bottle	0.21	0.627	217573	0.8	0.000123	1	0.137	-6.945	0.162	175.815	0.912	pop
1794	Show Me How You Burlesque (Burlesque) - Original Motion Picture Soundtrack	0.0081	0.753	179373	0.708	0.0	7	0.188	-5.389	0.265	105.521	0.323	pop
1795	Express - Burlesque Original Motion Picture Soundtrack	0.000287	0.727	260040	0.573	0.00188	6	0.307	-7.029	0.0333	106.979	0.162	pop
1796	Hurt	0.775	0.327	243373	0.295	0.0	4	0.107	-6.907	0.0313	148.574	0.143	pop
1797	Fall In Line (feat. Demi Lovato)	0.209	0.39	248544	0.631	0.0	9	0.277	-4.701	0.0769	123.042	0.197	pop
1798	Can't Hold Us Down (feat. Lil' Kim)	0.0326	0.859	255267	0.658	0.00181	8	0.0651	-4.481	0.192	98.989	0.538	pop
1799	Beautiful	0.578	0.457	238560	0.573	3.05e-06	5	0.114	-3.866	0.0275	76.193	0.0992	pop
1800	Come on over Baby (All I Want Is You) - Radio Version	0.226	0.829	203333	0.915	1.25e-05	8	0.246	-3.205	0.106	118.903	0.779	pop
1801	What a Girl Wants	0.0684	0.754	215800	0.819	0.0	0	0.345	-6.833	0.112	142.137	0.818	pop
1802	Your Body	0.000739	0.593	239853	0.781	0.0	8	0.225	-5.292	0.0547	103.024	0.575	pop
1803	Something's Got A Hold On Me - Burlesque Original Motion Picture Soundtrack	0.473	0.509	184773	0.853	0.0	1	0.122	-3.64	0.268	150.343	0.72	pop
1804	The Voice Within	0.556	0.484	304013	0.439	0.0	2	0.251	-5.995	0.0336	69.945	0.157	pop
1805	You Lost Me	0.853	0.227	257253	0.393	0.0	0	0.139	-5.983	0.0388	43.26	0.0724	pop
1806	Bound To You - Burlesque Original Motion Picture Soundtrack	0.834	0.286	263827	0.411	0.0	4	0.132	-4.94	0.0315	164.1	0.0703	pop
1807	Not Myself Tonight	0.00137	0.757	186493	0.812	0.018	7	0.563	-5.178	0.0395	120.015	0.542	pop
1808	I Turn to You	0.38	0.599	273707	0.47	0.0	1	0.111	-8.356	0.0376	127.177	0.298	pop
1809	Just A Fool	0.0417	0.573	253747	0.857	0.0	7	0.179	-2.85	0.0432	83.07	0.406	pop
1810	Accelerate	0.371	0.799	243062	0.629	2.01e-06	0	0.15	-5.638	0.14	128.041	0.293	pop
1811	Keeps Gettin' Better	0.0763	0.644	181947	0.698	0.00158	5	0.551	-4.725	0.0288	130.022	0.287	pop
1812	Twice	0.919	0.588	242357	0.313	0.0	6	0.0845	-5.496	0.043	74.947	0.318	pop
1813	Impossible	0.356	0.658	254493	0.438	2.61e-05	2	0.329	-7.089	0.0645	121.888	0.151	pop
1814	Infatuation	0.152	0.676	257773	0.812	6.01e-06	8	0.0694	-3.923	0.206	90.497	0.631	pop
1815	Like I Do (feat. GoldLink)	0.27	0.829	289347	0.575	0.0	1	0.0896	-4.802	0.326	105.932	0.268	pop
1816	"Reflection - From ""Mulan"" / Pop Version"	0.284	0.506	216333	0.232	0.0	8	0.101	-18.456	0.0291	95.776	0.19	pop
1817	Woohoo	0.00989	0.747	328280	0.779	0.00201	7	0.0795	-6.446	0.196	92.003	0.36	pop
1818	Let There Be Love	0.0215	0.546	201547	0.899	4.88e-05	7	0.259	-1.589	0.16	127.972	0.441	pop
1819	Walk Away	0.523	0.432	347400	0.421	1.8e-06	4	0.608	-6.053	0.102	152.358	0.116	pop
1820	But I Am A Good Girl - Burlesque Original Motion Picture Soundtrack	0.129	0.625	149693	0.66	6.34e-05	4	0.12	-5.477	0.0416	125.303	0.731	pop
1821	Save Me from Myself	0.937	0.538	193160	0.141	0.0	6	0.128	-14.385	0.096	77.931	0.341	pop
1822	Mercy on Me	0.133	0.344	272453	0.557	1.33e-05	9	0.176	-4.793	0.0327	113.912	0.256	pop
1823	Pero Me Acuerdo de Tí	0.546	0.679	265733	0.474	0.00149	6	0.373	-6.323	0.0294	117.947	0.197	pop
1824	Change	0.675	0.621	186840	0.539	1.25e-05	6	0.125	-5.603	0.0788	81.967	0.202	pop
1825	Get Mine, Get Yours	0.0681	0.481	224587	0.73	3.38e-05	6	0.441	-2.43	0.207	175.946	0.606	pop
1826	Telepathy	0.0479	0.519	191933	0.893	0.00103	11	0.35	-2.607	0.0859	110.091	0.78	pop
1827	Blank Page	0.883	0.522	244920	0.367	3.35e-06	10	0.149	-5.306	0.0373	115.001	0.206	pop
1828	Army of Me	0.0307	0.706	206680	0.784	1.73e-05	6	0.0827	-4.566	0.0754	124.946	0.155	pop
1829	Ven Conmigo (Solamente Tú)	0.17	0.905	190240	0.882	7.82e-05	8	0.0958	-3.498	0.0489	118.95	0.962	pop
1830	Guy What Takes His Time - Burlesque Original Motion Picture Soundtrack	0.519	0.584	163133	0.578	0.0	10	0.137	-5.438	0.057	93.499	0.75	pop
1831	Best Of Me	0.736	0.341	248387	0.595	0.0	9	0.117	-4.347	0.0547	177.695	0.514	pop
1832	So Emotional	0.172	0.725	240733	0.545	0.0	10	0.265	-7.601	0.107	88.893	0.528	pop
1833	Contigo en la Distancia	0.854	0.341	223493	0.259	5.99e-06	10	0.112	-9.013	0.0331	136.912	0.179	pop
1834	I'm OK	0.681	0.357	318573	0.398	5.67e-06	4	0.33	-5.241	0.0305	126.588	0.233	pop
1835	Nasty Naughty Boy	0.104	0.367	285107	0.744	0.0	1	0.735	-4.98	0.113	112.589	0.291	pop
1836	Sing For Me	0.408	0.537	240653	0.674	2.2e-05	10	0.207	-5.292	0.31	143.481	0.48	pop
1837	Loving Me 4 Me	0.174	0.628	276667	0.496	0.0	8	0.106	-6.003	0.0492	76.655	0.203	pop
1838	SoulMate	0.0222	0.765	196232	0.784	0.00121	7	0.187	-5.215	0.0488	109.956	0.449	pop
1839	Cry Me a River	0.543	0.582	288333	0.654	0.0	8	0.105	-6.61	0.322	73.853	0.593	pop
1840	What Goes Around.../...Comes Around (Interlude)	0.122	0.687	448573	0.723	0.00102	7	0.573	-4.751	0.0709	76.0	0.432	pop
1841	My Love	0.285	0.771	276160	0.676	4.49e-06	4	0.546	-6.018	0.223	119.997	0.804	pop
1842	Filthy	0.0354	0.745	293947	0.579	0.0118	1	0.246	-5.771	0.138	97.002	0.645	pop
1843	Say Something	0.103	0.707	278893	0.632	1.09e-05	10	0.0841	-7.031	0.0789	97.04	0.372	pop
1844	Mirrors - Radio Edit	0.144	0.578	277307	0.6	0.0	8	0.426	-5.7	0.0455	76.999	0.646	pop
1845	Man of the Woods	0.315	0.624	243987	0.452	1.02e-05	0	0.311	-8.206	0.0681	199.775	0.724	pop
1846	"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"	0.0123	0.667	236002	0.83	0.0	0	0.191	-5.715	0.0749	113.03	0.701	pop
1847	Supplies	0.00695	0.793	225600	0.554	0.0	11	0.127	-6.624	0.0451	119.993	0.225	pop
1848	Summer Love	0.0756	0.606	252973	0.591	0.0	0	0.328	-7.228	0.087	95.802	0.477	pop
1849	Midnight Summer Jam	0.101	0.805	312533	0.759	0.354	10	0.183	-5.198	0.0438	120.057	0.721	pop
1850	Rock Your Body	0.168	0.899	267267	0.724	0.00029	4	0.051	-6.091	0.138	100.979	0.84	pop
1851	Sauce	0.0598	0.727	245080	0.85	0.000109	1	0.312	-4.965	0.0401	113.019	0.801	pop
1852	Higher Higher	0.149	0.658	258507	0.62	1.22e-05	6	0.157	-6.634	0.0517	89.955	0.522	pop
1853	Wave	0.0432	0.935	264347	0.696	0.00021	0	0.338	-7.185	0.0563	125.014	0.616	pop
1854	Morning Light	0.382	0.62	243040	0.497	0.0482	9	0.193	-9.585	0.119	155.908	0.55	pop
1855	Hers (interlude)	0.619	0.446	61373	0.318	0.00643	6	0.21	-14.528	0.0397	101.49	0.135	pop
1856	Flannel	0.646	0.578	289787	0.431	2.78e-06	6	0.129	-8.018	0.0325	113.97	0.317	pop
1857	Montana	0.23	0.752	279907	0.757	0.139	11	0.102	-5.174	0.0492	97.986	0.716	pop
1858	Breeze Off the Pond	0.0946	0.751	251093	0.664	5.07e-05	5	0.213	-6.634	0.0346	101.975	0.813	pop
1859	Livin' Off the Land	0.0349	0.475	293560	0.574	0.00492	5	0.235	-8.465	0.076	199.834	0.75	pop
1860	The Hard Stuff	0.152	0.501	195387	0.839	0.000322	11	0.367	-7.472	0.0432	167.853	0.489	pop
1861	Young Man	0.18	0.713	225707	0.571	2.38e-05	1	0.0773	-6.155	0.104	85.949	0.574	pop
1862	LoveStoned / I Think She Knows (Interlude)	0.34	0.859	444333	0.681	0.000161	1	0.213	-6.247	0.0549	121.243	0.852	pop
1863	SexyBack	0.0584	0.967	242733	0.583	0.0	7	0.0519	-5.562	0.0789	117.0	0.964	pop
1864	Señorita	0.0713	0.841	294867	0.634	0.0	1	0.0703	-5.397	0.0458	97.954	0.886	pop
1865	Like I Love You	0.0391	0.845	283627	0.808	0.000413	6	0.0712	-4.974	0.065	115.045	0.916	pop
1866	Suit & Tie	0.103	0.795	326280	0.596	0.0	11	0.164	-3.799	0.219	101.985	0.357	pop
1867	Love Never Felt so Good	0.132	0.775	246027	0.719	1.79e-06	7	0.0662	-6.212	0.0435	117.513	0.712	pop
1868	TKO	0.00701	0.611	424147	0.678	8.43e-06	3	0.431	-6.723	0.243	137.864	0.493	pop
1869	Drink You Away	0.1	0.449	331133	0.633	0.0	2	0.301	-6.917	0.121	105.348	0.545	pop
1870	Medley: Summer Love / Set the Mood (Prelude)	0.175	0.395	384173	0.524	0.0	0	0.938	-8.394	0.0911	94.518	0.371	pop
1871	FutureSex / LoveSound	0.117	0.853	241960	0.839	0.0228	11	0.111	-6.311	0.0702	105.045	0.836	pop
1872	True Colors	0.66	0.29	243720	0.261	0.0	4	0.155	-9.163	0.0277	143.598	0.0999	pop
1873	Take Back the Night	0.043	0.588	353160	0.664	4.3e-05	7	0.639	-5.18	0.159	106.502	0.333	pop
1874	Pusher Love Girl	0.466	0.485	482360	0.441	0.000936	1	0.485	-8.248	0.0775	140.009	0.511	pop
1875	Sexy Ladies	0.0171	0.896	238600	0.452	0.00782	6	0.0645	-5.637	0.258	99.905	0.644	pop
1876	Tunnel Vision	0.275	0.572	406640	0.771	0.0	4	0.473	-5.54	0.0611	141.88	0.573	pop
1877	That Girl	0.76	0.728	287947	0.354	0.0	1	0.132	-9.626	0.221	132.762	0.636	pop
1878	Strawberry Bubblegum	0.411	0.798	479747	0.465	0.224	9	0.323	-10.412	0.0981	104.96	0.348	pop
1879	Hair Up	0.0106	0.687	178360	0.58	7.65e-06	7	0.0935	-8.103	0.0483	150.055	0.341	pop
1880	Don't Hold the Wall	0.262	0.702	430627	0.621	0.238	1	0.53	-8.303	0.0988	118.352	0.332	pop
1881	Not a Bad Thing	0.309	0.337	266533	0.717	0.0	2	0.418	-5.772	0.165	84.729	0.444	pop
1882	September	0.016	0.774	235000	0.849	0.000199	9	0.0348	-2.986	0.0301	126.996	0.962	pop
1883	Let the Groove Get In	0.204	0.785	431613	0.841	0.00235	4	0.29	-5.962	0.064	116.921	0.437	pop
1884	Bounce	0.586	0.646	244307	0.775	0.000342	8	0.156	-3.695	0.178	132.43	0.516	pop
1885	What U Workin' With?	0.0121	0.753	192240	0.626	0.000159	11	0.127	-7.995	0.142	103.927	0.707	pop
1886	Spaceship Coupe	0.304	0.627	437013	0.488	0.000408	11	0.173	-8.212	0.0445	126.053	0.274	pop
1887	Cabaret (feat. Drake)	0.106	0.692	272747	0.735	4.59e-06	8	0.239	-5.132	0.0881	120.154	0.333	pop
1888	Murder (feat. Jay-Z)	0.0152	0.57	307560	0.707	6.52e-05	1	0.106	-6.975	0.246	107.034	0.433	pop
1889	Losing My Way	0.564	0.438	322093	0.465	0.0	3	0.075	-4.675	0.177	82.895	0.686	pop
1890	Gimme What I Don't Know (I Want)	0.0791	0.712	315307	0.652	0.000207	7	0.131	-8.037	0.11	102.01	0.272	pop
1891	You Got It On	0.19	0.574	355600	0.442	0.0029	5	0.189	-7.036	0.0675	86.43	0.467	pop
1892	Until The End Of Time (with Beyoncé)	0.296	0.778	321320	0.384	0.0	11	0.161	-6.576	0.0404	119.818	0.482	pop
1893	Amnesia	0.175	0.411	424813	0.514	0.000795	5	0.161	-6.603	0.0424	87.946	0.37	pop
1894	Chop Me Up	0.0571	0.835	304133	0.612	0.0	8	0.0895	-6.262	0.149	147.086	0.689	pop
1895	True Blood	0.122	0.788	571267	0.724	0.172	5	0.333	-7.222	0.121	125.035	0.568	pop
1896	Only When I Walk Away	0.0369	0.531	425787	0.693	0.0147	0	0.227	-6.932	0.103	144.195	0.333	pop
1897	Damn Girl	0.0943	0.813	312427	0.848	4.6e-05	2	0.37	-5.157	0.0558	110.993	0.831	pop
1898	(Another Song) All Over Again	0.344	0.624	345107	0.363	0.000179	4	0.106	-7.475	0.0359	101.39	0.213	pop
1899	(Oh No) What You Got	0.305	0.815	271333	0.774	0.149	3	0.16	-6.983	0.0742	92.873	0.899	pop
1900	Medley: Let Me Talk to You / My Love	0.122	0.818	370133	0.663	0.0	11	0.504	-7.592	0.187	119.896	0.727	pop
1901	Take It From Here	0.167	0.663	374333	0.582	0.0138	7	0.324	-7.652	0.0408	75.025	0.739	pop
1902	Dress On	0.156	0.529	279133	0.613	6.77e-06	5	0.477	-8.613	0.164	85.946	0.352	pop
1903	Last Night	0.21	0.801	287267	0.646	0.0	5	0.053	-5.34	0.0523	102.017	0.822	pop
1904	Nothin' Else	0.244	0.815	298840	0.676	0.0518	1	0.0847	-10.878	0.0626	117.02	0.873	pop
1905	Diamonds	0.00124	0.553	225147	0.721	0.0	11	0.114	-4.835	0.0508	91.983	0.41	pop
1906	Bitch Better Have My Money	0.0509	0.781	219306	0.728	1.94e-06	1	0.257	-4.981	0.0621	102.99	0.395	pop
